Timestamp,Heart Rate (BPM),SpO₂ (%),Airflow (0-1),Chest Movement (0-1),Breath Rate (RPM),Position
2024-01-16 03:11:56,61.5,97.7,0.992,1,14.2,supine
2024-01-16 03:11:58,61,97.9,0.993,1,14.4,supine
2024-01-16 03:12:00,60.5,97.5,0.98,1,14.3,supine
2024-01-16 03:12:02,62.9,97.7,1,0.998,13.2,supine
2024-01-16 03:12:04,61.9,97.7,0.959,0.966,13.6,supine
2024-01-16 03:12:06,62.7,97.5,1,0.988,14.1,supine
2024-01-16 03:12:08,61.6,97.3,1,1,14.5,supine
2024-01-16 03:12:10,61.3,97.4,1,1,14.6,supine
2024-01-16 03:12:12,61,97.5,0.979,1,14.6,supine
2024-01-16 03:12:14,62.5,97.7,1,0.993,13.6,supine
2024-01-16 03:12:16,61.2,97.7,1,1,14.2,supine
2024-01-16 03:12:18,62.5,97.6,1,1,14.4,supine
2024-01-16 03:12:20,62.9,97.8,1,0.963,14.7,supine
2024-01-16 03:12:22,59.4,97.7,1,0.991,13.8,supine
2024-01-16 03:12:24,61.2,97.7,0.921,0.994,14.8,supine
2024-01-16 03:12:26,60.1,97.5,1,0.95,14,supine
2024-01-16 03:12:28,64.3,97.8,0.981,0.985,14.3,supine
2024-01-16 03:12:30,62.9,98.1,1,0.976,14.3,supine
2024-01-16 03:12:32,60.1,97.5,1,0.982,14.2,supine
2024-01-16 03:12:34,60.4,97.7,1,1,13.6,supine
2024-01-16 03:12:36,61.5,97.3,1,0.994,13.9,supine
2024-01-16 03:12:38,60.4,97.5,0.962,1,13.9,supine
2024-01-16 03:12:40,60.7,97.6,1,1,14.1,supine
2024-01-16 03:12:42,56.5,97.3,0.949,1,14.2,supine
2024-01-16 03:12:44,62.8,97,0.952,1,14,supine
2024-01-16 03:12:46,60.3,97.4,1,1,13.8,supine
2024-01-16 03:12:48,63.1,97.4,1,0.986,13.4,supine
2024-01-16 03:12:50,61.8,97.5,1,0.967,14.5,supine
2024-01-16 03:12:52,60.3,97.3,0.991,0.975,13.1,supine
2024-01-16 03:12:54,65.3,97.1,0.98,0.97,13.4,supine
2024-01-16 03:12:56,62.2,97.8,1,1,13.9,supine
2024-01-16 03:12:58,61.4,97,1,1,14.5,supine
2024-01-16 03:13:00,61.4,97.7,0.963,1,13.3,supine
2024-01-16 03:13:02,61.4,97.4,1,0.993,14.3,supine
2024-01-16 03:13:04,61.6,97.5,1,1,13.6,supine
2024-01-16 03:13:06,63.8,97.1,1,1,14.2,supine
2024-01-16 03:13:08,62.4,97,1,1,14,supine
2024-01-16 03:13:10,60.4,97.5,1,0.972,14.2,supine
2024-01-16 03:13:12,62.2,97.9,1,0.993,14.4,supine
2024-01-16 03:13:14,61.8,98,0.994,0.96,14,supine
2024-01-16 03:13:16,62.7,97.3,0.966,1,14,supine
2024-01-16 03:13:18,64.5,97.9,1,1,14.5,supine
2024-01-16 03:13:20,63.4,97.7,1,0.954,13.9,supine
2024-01-16 03:13:22,60.1,97.6,1,0.969,13.7,supine
2024-01-16 03:13:24,62.6,97.7,1,0.986,14.6,supine
2024-01-16 03:13:26,62.7,97.8,1,1,13.8,supine
2024-01-16 03:13:28,66.1,97.8,0.974,1,14.4,supine
2024-01-16 03:13:30,63.4,97.6,0.963,1,14.6,supine
2024-01-16 03:13:32,63.2,97.9,0.995,1,14.7,supine
2024-01-16 03:13:34,62.5,97.2,0.983,0.96,14.6,supine
2024-01-16 03:13:36,60.7,96.7,1,0.981,13.9,supine
2024-01-16 03:13:38,62.3,97.5,1,0.984,13.9,supine
2024-01-16 03:13:40,62.3,98,1,0.973,14.1,supine
2024-01-16 03:13:42,61,97.9,1,0.97,12.8,supine
2024-01-16 03:13:44,62.5,97.6,0.996,1,14.1,supine
2024-01-16 03:13:46,62.8,97.7,0.973,1,14.4,supine
2024-01-16 03:13:48,61.5,97.5,0.939,0.996,13.8,supine
2024-01-16 03:13:50,62,97.8,1,1,13.4,supine
2024-01-16 03:13:52,61.7,98.3,1,0.973,14.4,supine
2024-01-16 03:13:54,63.3,98,1,0.996,13.7,supine
2024-01-16 03:13:56,65.4,96.9,0.987,0.957,14.5,supine
2024-01-16 03:13:58,61.2,97.8,1,1,14.4,supine
2024-01-16 03:14:00,62.6,97.6,1,0.972,14.5,supine
2024-01-16 03:14:02,62.9,97.9,0.986,0.943,14,supine
2024-01-16 03:14:04,62.8,98,1,0.974,14.3,supine
2024-01-16 03:14:06,62.6,97,1,1,14.2,supine
2024-01-16 03:14:08,61.7,97.9,1,0.923,13.8,supine
2024-01-16 03:14:10,62.5,96.8,0.946,0.925,14,supine
2024-01-16 03:14:12,62.7,97.6,0.971,0.991,14.2,supine
2024-01-16 03:14:14,61.1,97.9,1,0.937,14.6,supine
2024-01-16 03:14:16,63.4,97.3,1,1,14.1,supine
2024-01-16 03:14:18,60.3,97.8,1,0.998,14,supine
2024-01-16 03:14:20,60.9,97.5,0.995,0.976,15.8,supine
2024-01-16 03:14:22,63.8,97.7,0.998,0.988,13.9,supine
2024-01-16 03:14:24,62.5,97.7,0.96,0.988,14,supine
2024-01-16 03:14:26,62.6,97.5,0.997,1,13.8,supine
2024-01-16 03:14:28,63.5,97.5,1,1,13.8,supine
2024-01-16 03:14:30,61.7,97.4,1,1,13.7,supine
2024-01-16 03:14:32,62.2,97.9,1,0.998,13.8,supine
2024-01-16 03:14:34,62.6,97.7,1,1,13.3,supine
2024-01-16 03:14:36,60,97.6,0.978,1,13.6,supine
2024-01-16 03:14:38,62.3,97.3,1,0.997,13.7,supine
2024-01-16 03:14:40,62.4,97.4,0.998,1,13.9,supine
2024-01-16 03:14:42,63,97.8,0.99,0.995,14.7,supine
2024-01-16 03:14:44,60.1,97.5,1,1,14.4,supine
2024-01-16 03:14:46,62,97.9,0.987,1,14.1,supine
2024-01-16 03:14:48,64.5,97.6,0.979,0.997,14.2,supine
2024-01-16 03:14:50,60.9,97.2,0.948,0.977,14.4,supine
2024-01-16 03:14:52,61.3,97.2,0.994,0.973,14.4,supine
2024-01-16 03:14:54,58.8,97.3,0.95,1,13.9,supine
2024-01-16 03:14:56,61.1,97.7,1,1,14.6,supine
2024-01-16 03:14:58,58.6,97.4,0.97,1,14.2,supine
2024-01-16 03:15:00,58.4,97.3,1,1,14.2,supine
2024-01-16 03:15:02,62.8,97.6,1,0.993,14.1,supine
2024-01-16 03:15:04,62.8,97.4,1,0.966,13.8,supine
2024-01-16 03:15:06,62.1,97.8,0.958,0.979,13.4,supine
2024-01-16 03:15:08,57.4,97.5,0.96,0.99,13.9,supine
2024-01-16 03:15:10,62,98.1,1,1,14.5,supine
2024-01-16 03:15:12,64.2,97.3,1,1,14,supine
2024-01-16 03:15:14,61.1,97.3,0.994,0.981,13.9,supine
2024-01-16 03:15:16,64.3,97.3,1,0.997,14.1,supine
2024-01-16 03:15:18,61.3,97.2,1,1,14.1,supine
2024-01-16 03:15:20,63,97.6,1,1,13.6,supine
2024-01-16 03:15:22,66,97.5,1,0.993,13.7,supine
2024-01-16 03:15:24,61.3,97.3,1,1,14.3,supine
2024-01-16 03:15:26,61.4,97.1,0.979,0.996,14.8,supine
2024-01-16 03:15:28,62.1,97.5,1,0.959,13.8,supine
2024-01-16 03:15:30,61.1,97.5,0.995,1,13.5,supine
2024-01-16 03:15:32,64.3,97.4,0.99,0.967,13.5,supine
2024-01-16 03:15:34,58.9,97.5,1,1,14.4,supine
2024-01-16 03:15:36,59.7,97.6,0.98,0.978,13.2,supine
2024-01-16 03:15:38,61.5,97.2,1,0.988,13.3,supine
2024-01-16 03:15:40,63.7,97.7,1,0.999,13.3,supine
2024-01-16 03:15:42,63.2,97.3,0.992,0.955,14.3,supine
2024-01-16 03:15:44,61.3,97.7,1,0.988,13.3,supine
2024-01-16 03:15:46,61.6,97.6,1,0.962,13.7,supine
2024-01-16 03:15:48,59.6,97.2,1,1,12.4,supine
2024-01-16 03:15:50,61.4,97.6,0.986,1,13.6,supine
2024-01-16 03:15:52,61.2,98,1,1,13.6,supine
2024-01-16 03:15:54,63.1,97.6,0.991,1,13.7,supine
2024-01-16 03:15:56,60.8,97.2,0.987,0.989,14.6,supine
2024-01-16 03:15:58,60.8,97.5,1,1,14.3,supine
2024-01-16 03:16:00,59.6,97.6,0.977,1,14.4,supine
2024-01-16 03:16:02,61.1,97.6,1,1,13.9,supine
2024-01-16 03:16:04,59.8,97.7,1,0.977,13.9,supine
2024-01-16 03:16:06,64.7,97.4,1,0.991,13.5,supine
2024-01-16 03:16:08,61.6,97.5,1,0.99,13.4,supine
2024-01-16 03:16:10,60,97.9,0.965,1,14.5,supine
2024-01-16 03:16:12,62.3,97.8,1,1,14.1,supine
2024-01-16 03:16:14,59.5,97.6,0.974,0.966,13.4,supine
2024-01-16 03:16:16,63.7,97.5,0.996,1,13.8,supine
2024-01-16 03:16:18,63,97.5,0.96,1,12.9,supine
2024-01-16 03:16:20,62.5,97.5,1,0.955,13.1,supine
2024-01-16 03:16:22,59.3,98,1,0.959,13.7,supine
2024-01-16 03:16:24,63.3,97.5,1,0.931,14.1,supine
2024-01-16 03:16:26,59.7,97.1,0.996,0.973,13.5,supine
2024-01-16 03:16:28,62.1,97.7,1,1,14.6,supine
2024-01-16 03:16:30,61,97.3,0.981,1,14.3,supine
2024-01-16 03:16:32,63.3,97.6,1,0.98,14.1,supine
2024-01-16 03:16:34,62,97.6,1,0.964,14.2,supine
2024-01-16 03:16:36,64.5,97.5,1,0.992,13.6,supine
2024-01-16 03:16:38,60.6,97.3,1,1,14.5,supine
2024-01-16 03:16:40,62.2,97.7,1,1,14.9,supine
2024-01-16 03:16:42,60,97.3,1,1,14.2,supine
2024-01-16 03:16:44,62.5,97.9,0.972,1,13.2,supine
2024-01-16 03:16:46,61.9,97.5,1,0.957,13.9,supine
2024-01-16 03:16:48,61.8,97.5,0.995,0.989,13.2,supine
2024-01-16 03:16:50,62,97.4,0.96,1,14,supine
2024-01-16 03:16:52,61.3,97.5,1,0.987,14.5,supine
2024-01-16 03:16:54,60.8,97.4,0.968,0.958,13.6,supine
2024-01-16 03:16:56,60.7,97.6,0.983,1,14.9,supine
2024-01-16 03:16:58,61.5,97.8,1,0.972,14.1,supine
2024-01-16 03:17:00,63.1,97.5,1,0.98,14.4,supine
2024-01-16 03:17:02,64.1,97.7,0.981,1,14.2,supine
2024-01-16 03:17:04,62.3,97.4,0.969,0.989,14.3,supine
2024-01-16 03:17:06,62.6,97.5,0.964,0.965,12.6,supine
2024-01-16 03:17:08,61.8,97.5,1,1,12.9,supine
2024-01-16 03:17:10,61,97.6,0.994,1,13.5,supine
2024-01-16 03:17:12,60.8,97.6,0.986,0.984,12.8,supine
2024-01-16 03:17:14,60.2,97.3,0.983,1,13.3,supine
2024-01-16 03:17:16,61.9,97.4,0.966,0.973,14.9,supine
2024-01-16 03:17:18,62.2,97.5,0.956,0.972,14,supine
2024-01-16 03:17:20,62.3,97.7,1,1,13.8,supine
2024-01-16 03:17:22,64.3,97.7,0.989,1,14.2,supine
2024-01-16 03:17:24,61,97.6,0.991,0.921,13.9,supine
2024-01-16 03:17:26,61.6,97.3,1,1,14,supine
2024-01-16 03:17:28,63.4,97.4,0.994,1,13.4,supine
2024-01-16 03:17:30,64.8,97.3,0.993,1,14.6,supine
2024-01-16 03:17:32,61.6,97.5,0.985,0.952,13.9,supine
2024-01-16 03:17:34,63.3,97.7,1,1,13.8,supine
2024-01-16 03:17:36,61.9,97.7,1,0.985,14.3,supine
2024-01-16 03:17:38,60.9,97.5,0.989,0.975,13.6,supine
2024-01-16 03:17:40,59.7,97.7,1,1,14.1,supine
2024-01-16 03:17:42,62.9,97.4,0.99,1,14.1,supine
2024-01-16 03:17:44,62.2,97,1,0.987,14,supine
2024-01-16 03:17:46,63.3,97.5,1,0.922,14.2,supine
2024-01-16 03:17:48,61.1,97,1,1,13.6,supine
2024-01-16 03:17:50,62.8,97.3,1,1,14.3,supine
2024-01-16 03:17:52,63.6,97.3,1,1,14.2,supine
2024-01-16 03:17:54,60.7,97.6,1,1,14.4,supine
2024-01-16 03:17:56,62,97.6,1,0.989,13.8,supine
2024-01-16 03:17:58,64.4,97.1,0.985,1,14.4,supine
2024-01-16 03:18:00,61.5,97.2,1,0.992,15.1,supine
2024-01-16 03:18:02,59.9,97.3,0.987,0.959,13.2,supine
2024-01-16 03:18:04,62.6,97,0.993,1,14.1,supine
2024-01-16 03:18:06,59.7,97.6,1,0.987,13.9,supine
2024-01-16 03:18:08,62.4,97.6,0.988,1,14.3,supine
2024-01-16 03:18:10,60.4,97.7,1,1,13.6,supine
2024-01-16 03:18:12,61.8,97,0.993,0.994,14.7,supine
2024-01-16 03:18:14,60.4,97.7,1,1,14.1,supine
2024-01-16 03:18:16,64.9,98,1,0.967,12.7,supine
2024-01-16 03:18:18,63.7,97.5,0.972,1,13.7,supine
2024-01-16 03:18:20,61.9,97.3,1,1,13.3,supine
2024-01-16 03:18:22,64.5,97.2,0.982,1,13.3,supine
2024-01-16 03:18:24,60.4,97.3,1,1,14.1,supine
2024-01-16 03:18:26,62.4,97.7,1,1,14,supine
2024-01-16 03:18:28,62.6,97.3,1,0.995,14.6,supine
2024-01-16 03:18:30,63.5,97.1,1,1,14,supine
2024-01-16 03:18:32,61.5,97.8,1,1,14.5,supine
2024-01-16 03:18:34,62.5,97,0.953,0.939,14.8,supine
2024-01-16 03:18:36,61.3,97.7,0.964,1,14.1,supine
2024-01-16 03:18:38,63,97.5,1,1,13.5,supine
2024-01-16 03:18:40,62,96.8,1,1,13.6,supine
2024-01-16 03:18:42,58.6,97.8,1,0.962,14.9,supine
2024-01-16 03:18:44,61.4,97.4,1,1,12.4,supine
2024-01-16 03:18:46,61.8,97.3,0.974,0.989,15,supine
2024-01-16 03:18:48,60.7,97.6,0.92,1,13.4,supine
2024-01-16 03:18:50,64,97.4,0.983,1,13.1,supine
2024-01-16 03:18:52,62.9,97.6,1,1,14.2,supine
2024-01-16 03:18:54,61.5,97.6,1,1,14.2,supine
2024-01-16 03:18:56,63.7,97.6,1,1,13.8,supine
2024-01-16 03:18:58,61.9,97.6,1,1,13.3,supine
2024-01-16 03:19:00,60.9,97.3,1,0.999,13.9,supine
2024-01-16 03:19:02,62.1,97.2,0.982,1,14.2,supine
2024-01-16 03:19:04,60.8,97.3,0.977,1,13.7,supine
2024-01-16 03:19:06,61.8,97.6,1,0.986,14.3,supine
2024-01-16 03:19:08,60.7,97.5,0.977,0.981,14.5,supine
2024-01-16 03:19:10,59.4,97.7,0.983,1,13.2,supine
2024-01-16 03:19:12,57.7,97.2,1,0.984,13.9,supine
2024-01-16 03:19:14,63.4,97.4,1,1,13.9,supine
2024-01-16 03:19:16,63.1,97.6,1,0.975,14.5,supine
2024-01-16 03:19:18,57,97.7,0.98,1,13.1,supine
2024-01-16 03:19:20,57.7,97.7,0.966,1,14.1,supine
2024-01-16 03:19:22,62,97.5,1,0.929,14.2,supine
2024-01-16 03:19:24,64.9,97.7,0.961,0.972,14.6,supine
2024-01-16 03:19:26,60.7,97.4,0.982,1,14.6,supine
2024-01-16 03:19:28,59.3,97.8,0.998,1,14.1,supine
2024-01-16 03:19:30,58.6,97.3,1,0.944,14.2,supine
2024-01-16 03:19:32,62.5,97.4,1,1,13.5,supine
2024-01-16 03:19:34,62.5,97.5,0.985,0.999,13.4,supine
2024-01-16 03:19:36,62.1,97.8,1,1,14.6,supine
2024-01-16 03:19:38,62.2,97.5,0.986,1,14.2,supine
2024-01-16 03:19:40,61.9,97.9,1,1,14.4,supine
2024-01-16 03:19:42,62.2,97.3,1,0.992,13.7,supine
2024-01-16 03:19:44,60,97.2,1,1,13.1,supine
2024-01-16 03:19:46,61.5,97.8,0.982,0.983,15,supine
2024-01-16 03:19:48,60.4,97.3,1,0.997,13.8,supine
2024-01-16 03:19:50,60.7,97.9,0.982,1,13.7,supine
2024-01-16 03:19:52,61,97.2,1,0.963,13.6,supine
2024-01-16 03:19:54,62.3,97.7,1,1,13.8,supine
2024-01-16 03:19:56,62.6,98.3,0.962,1,14.3,supine
2024-01-16 03:19:58,63.6,97.7,0.954,0.98,13.6,supine
2024-01-16 03:20:00,62.3,97.8,0.15,0.653,9.3,supine
2024-01-16 03:20:02,65.2,97.1,0.473,0.623,8.5,supine
2024-01-16 03:20:04,60.9,97.8,0.252,0.79,6.2,supine
2024-01-16 03:20:06,62.4,98,0.265,0.608,8.5,supine
2024-01-16 03:20:08,62,97.4,0.494,0.75,6.9,supine
2024-01-16 03:20:10,60.9,97.6,0.25,0.686,9.2,supine
2024-01-16 03:20:12,63.9,96.9,0.408,0.728,8.6,supine
2024-01-16 03:20:14,60.8,97.5,0.965,0.978,13.8,supine
2024-01-16 03:20:16,61.4,96.7,0.989,0.997,13.1,supine
2024-01-16 03:20:18,65.8,95.8,0.96,0.971,13.3,supine
2024-01-16 03:20:20,63.2,96.4,1,1,13.6,supine
2024-01-16 03:20:22,61.8,95.8,1,1,14.7,supine
2024-01-16 03:20:24,61.7,94.9,1,1,13.7,supine
2024-01-16 03:20:26,61.5,97.5,0.992,0.987,14.2,supine
2024-01-16 03:20:28,59.1,97.8,0.973,1,14,supine
2024-01-16 03:20:30,63.7,97.5,1,1,13.8,supine
2024-01-16 03:20:32,58.2,98,0.987,1,14.1,supine
2024-01-16 03:20:34,62,97.3,1,1,14.5,supine
2024-01-16 03:20:36,65,97.4,1,1,13.9,supine
2024-01-16 03:20:38,60.7,97.7,0.98,1,13.7,supine
2024-01-16 03:20:40,62.3,97.6,0.972,0.972,13.8,supine
2024-01-16 03:20:42,61.2,97.2,1,0.967,13.1,supine
2024-01-16 03:20:44,62.7,97.5,1,1,14.5,supine
2024-01-16 03:20:46,60.6,97.3,1,0.937,13.8,supine
2024-01-16 03:20:48,58.4,97.5,1,1,13.5,supine
2024-01-16 03:20:50,62,97.5,1,0.997,13.3,supine
2024-01-16 03:20:52,62.8,97.9,1,1,13.1,supine
2024-01-16 03:20:54,61.8,97.4,0.947,0.949,13.8,supine
2024-01-16 03:20:56,59.9,97.6,0.984,0.988,14.6,supine
2024-01-16 03:20:58,62.1,97.7,0.985,0.968,13.8,supine
2024-01-16 03:21:00,63.3,97.5,1,1,14.2,supine
2024-01-16 03:21:02,62.3,96.8,0.959,0.986,14,supine
2024-01-16 03:21:04,63.1,97.4,1,1,14.1,supine
2024-01-16 03:21:06,63,97.4,0.987,0.945,13.6,supine
2024-01-16 03:21:08,63.8,97.6,0.975,1,14.5,supine
2024-01-16 03:21:10,61.3,97.6,1,1,13.5,supine
2024-01-16 03:21:12,60.7,97.9,1,1,14.3,supine
2024-01-16 03:21:14,60.9,98,0.993,1,13.7,supine
2024-01-16 03:21:16,61.5,97.9,0.99,0.977,14.4,supine
2024-01-16 03:21:18,60.9,97.4,1,0.999,15.6,supine
2024-01-16 03:21:20,60.8,98,1,0.994,14.2,supine
2024-01-16 03:21:22,63,97.2,1,1,14,supine
2024-01-16 03:21:24,63.7,97.3,0.995,0.976,14.5,supine
2024-01-16 03:21:26,61.1,97.7,1,1,13.9,supine
2024-01-16 03:21:28,62.5,97.6,0.966,0.984,13.6,supine
2024-01-16 03:21:30,63.2,97.5,0.975,1,13.3,supine
2024-01-16 03:21:32,61.6,97.7,0.991,1,14.3,supine
2024-01-16 03:21:34,61.6,96.9,1,1,13.8,supine
2024-01-16 03:21:36,61.8,97.6,1,1,13.6,supine
2024-01-16 03:21:38,63.8,97.3,0.978,0.938,14.6,supine
2024-01-16 03:21:40,62.5,98.1,0.994,0.984,14,supine
2024-01-16 03:21:42,60.6,97.7,0.981,1,14.3,supine
2024-01-16 03:21:44,60.6,96.8,0.988,1,14.6,supine
2024-01-16 03:21:46,60.3,97.1,0.994,0.982,13.5,supine
2024-01-16 03:21:48,60.2,97,1,1,14.1,supine
2024-01-16 03:21:50,64.4,97.4,1,0.961,14.2,supine
2024-01-16 03:21:52,62.2,97.5,0.984,1,13.6,supine
2024-01-16 03:21:54,63.4,97.5,1,0.993,13.5,supine
2024-01-16 03:21:56,63.2,97.6,0.987,0.973,13.3,supine
2024-01-16 03:21:58,61,97.8,0.96,1,13.5,supine
2024-01-16 03:22:00,63.3,97.7,1,0.951,15.4,supine
2024-01-16 03:22:02,60.4,97.3,0.957,0.986,14,supine
2024-01-16 03:22:04,62.2,97.6,1,1,14.1,supine
2024-01-16 03:22:06,64.1,97.2,1,1,13.9,supine
2024-01-16 03:22:08,60.8,97.4,0.962,1,13.4,supine
2024-01-16 03:22:10,57.7,97.1,0.994,1,13.7,supine
2024-01-16 03:22:12,62.9,97.1,0.988,1,14.1,supine
2024-01-16 03:22:14,64.4,97.7,0.986,0.99,13.6,supine
2024-01-16 03:22:16,62.6,97.2,1,1,13.6,supine
2024-01-16 03:22:18,62.1,97.5,1,0.926,13.7,supine
2024-01-16 03:22:20,59.9,97.2,1,1,14.3,supine
2024-01-16 03:22:22,62.9,98,1,0.941,13.9,supine
2024-01-16 03:22:24,60.7,97.5,1,1,14.4,supine
2024-01-16 03:22:26,64.2,97.2,1,0.988,13.8,supine
2024-01-16 03:22:28,63.5,97.1,1,1,14.2,supine
2024-01-16 03:22:30,63.6,97.5,1,1,14,supine
2024-01-16 03:22:32,62.8,97.7,1,0.989,14.5,supine
2024-01-16 03:22:34,61.8,97.5,0.994,1,14.1,supine
2024-01-16 03:22:36,61.9,97.2,1,1,14.4,supine
2024-01-16 03:22:38,61.3,97.8,0.979,1,14.2,supine
2024-01-16 03:22:40,63.1,97.9,1,1,14,supine
2024-01-16 03:22:42,64.1,97.3,1,0.991,13.9,supine
2024-01-16 03:22:44,64.3,97.7,1,1,13.2,supine
2024-01-16 03:22:46,62,97.5,1,0.986,14.1,supine
2024-01-16 03:22:48,61.9,98,0.948,1,13.6,supine
2024-01-16 03:22:50,60.1,97.9,1,0.98,14.4,supine
2024-01-16 03:22:52,60.8,96.8,1,1,13.8,supine
2024-01-16 03:22:54,64,97.6,1,1,13.6,supine
2024-01-16 03:22:56,64.6,97.3,0.991,0.987,14.1,supine
2024-01-16 03:22:58,60.5,97.3,1,0.988,14.4,supine
2024-01-16 03:23:00,61.3,97.2,0.994,0.947,14.8,supine
2024-01-16 03:23:02,61.4,98.1,1,1,13.9,supine
2024-01-16 03:23:04,63.1,97,0.913,0.978,14,supine
2024-01-16 03:23:06,59.8,97.6,0.987,0.991,14,supine
2024-01-16 03:23:08,60.2,98,1,1,13.7,supine
2024-01-16 03:23:10,63.8,97,1,1,14.4,supine
2024-01-16 03:23:12,58.5,97.6,1,1,13.5,supine
2024-01-16 03:23:14,61.5,98,1,0.986,13.5,supine
2024-01-16 03:23:16,61.5,97.8,1,1,13.8,supine
2024-01-16 03:23:18,60.9,97.6,0.968,0.972,13.7,supine
2024-01-16 03:23:20,59.8,97.7,0.935,0.966,14.1,supine
2024-01-16 03:23:22,63,97.6,1,0.999,13.7,supine
2024-01-16 03:23:24,60.5,97.3,1,1,13.8,supine
2024-01-16 03:23:26,60.5,97.8,1,1,14.3,supine
2024-01-16 03:23:28,63.3,97.5,0.994,1,13.9,supine
2024-01-16 03:23:30,59.3,97.8,0.983,0.995,14.4,supine
2024-01-16 03:23:32,61.2,97.2,1,1,14.2,supine
2024-01-16 03:23:34,62.4,97.1,0.997,1,14.3,supine
2024-01-16 03:23:36,64.9,97.4,1,1,14.8,supine
2024-01-16 03:23:38,63.2,97.7,0.991,0.981,14.3,supine
2024-01-16 03:23:40,61.8,97.6,1,0.98,13.5,supine
2024-01-16 03:23:42,63.4,97.6,0.966,0.998,14,supine
2024-01-16 03:23:44,64.6,97.2,0.941,0.994,14.6,supine
2024-01-16 03:23:46,60.3,97.3,0.984,1,14.1,supine
2024-01-16 03:23:48,64.9,98,0.979,1,14,supine
2024-01-16 03:23:50,62,97,1,0.997,14.6,supine
2024-01-16 03:23:52,61.5,97.5,1,0.97,14.3,supine
2024-01-16 03:23:54,61.4,97.5,1,1,14,supine
2024-01-16 03:23:56,62.1,97.9,0.991,0.985,14,supine
2024-01-16 03:23:58,63.1,97.1,0.968,0.993,14.7,supine
2024-01-16 03:24:00,62.1,97.5,0.984,0.938,14.2,supine
2024-01-16 03:24:02,61,97.5,0.954,1,14.7,supine
2024-01-16 03:24:04,63.5,97.7,0.948,1,14,supine
2024-01-16 03:24:06,61.1,97.5,1,1,13.6,supine
2024-01-16 03:24:08,63.6,97.2,1,0.94,13.4,supine
2024-01-16 03:24:10,64.7,97.8,0.965,0.94,14.1,supine
2024-01-16 03:24:12,60.3,97.5,0.996,0.985,14.4,supine
2024-01-16 03:24:14,60.6,97.5,0.987,0.981,13.8,supine
2024-01-16 03:24:16,61.1,97.6,1,0.963,13.4,supine
2024-01-16 03:24:18,64.9,97.6,0.962,0.969,14,supine
2024-01-16 03:24:20,64.9,97,1,1,14.7,supine
2024-01-16 03:24:22,61.3,97.8,0.98,0.983,13.8,supine
2024-01-16 03:24:24,61.7,97.6,0.957,1,13.6,supine
2024-01-16 03:24:26,62.3,97.8,0.981,1,14.3,supine
2024-01-16 03:24:28,62.1,96.7,1,0.979,14.4,supine
2024-01-16 03:24:30,60.2,97,1,1,14.1,supine
2024-01-16 03:24:32,61.3,97.5,0.962,1,13.2,supine
2024-01-16 03:24:34,63.4,97.7,0.987,0.992,14.5,supine
2024-01-16 03:24:36,61.6,97.4,0.985,0.958,14,supine
2024-01-16 03:24:38,61.2,97.6,1,0.978,14,supine
2024-01-16 03:24:40,60.9,97.4,0.994,1,14.3,supine
2024-01-16 03:24:42,60.9,97.8,0.979,1,13.6,supine
2024-01-16 03:24:44,61.3,97.9,0.998,1,13.8,supine
2024-01-16 03:24:46,65,97.6,1,0.995,13.6,supine
2024-01-16 03:24:48,63.7,97.2,0.951,0.993,14.8,supine
2024-01-16 03:24:50,63.5,97.8,1,1,14.1,supine
2024-01-16 03:24:52,63,97.6,0.953,1,14.1,supine
2024-01-16 03:24:54,60.8,97.3,1,1,13.7,supine
2024-01-16 03:24:56,65.4,97.3,1,1,13.7,supine
2024-01-16 03:24:58,60.8,97.5,0.974,1,13.9,supine
2024-01-16 03:25:00,62.8,97.8,1,0.962,14.6,supine
2024-01-16 03:25:02,63.6,97.7,1,1,14.2,supine
2024-01-16 03:25:04,59.9,97.6,0.976,0.954,14.8,supine
2024-01-16 03:25:06,64,97.6,0.998,0.971,14,supine
2024-01-16 03:25:08,63.8,97.8,1,0.979,14.3,supine
2024-01-16 03:25:10,60.5,97.3,1,1,14.5,supine
2024-01-16 03:25:12,60.5,97.8,1,1,14.2,supine
2024-01-16 03:25:14,62.3,97.5,1,1,14.8,supine
2024-01-16 03:25:16,59.6,97.8,1,1,14.3,supine
2024-01-16 03:25:18,61.1,97.1,0.957,0.968,14.6,supine
2024-01-16 03:25:20,62.2,97.5,0.957,1,13.2,supine
2024-01-16 03:25:22,64.1,96.9,1,1,14.3,supine
2024-01-16 03:25:24,63.8,97.4,1,1,13.9,supine
2024-01-16 03:25:26,60.6,97.7,1,1,14.2,supine
2024-01-16 03:25:28,61.8,97.3,0.973,1,14.4,supine
2024-01-16 03:25:30,60.2,97.3,0.956,0.955,13.3,supine
2024-01-16 03:25:32,61.4,97.3,1,0.989,14.7,supine
2024-01-16 03:25:34,63,97.4,0.965,0.997,13.6,supine
2024-01-16 03:25:36,60.1,97.6,0.992,0.989,14.5,supine
2024-01-16 03:25:38,60.9,97.1,0.999,1,13.3,supine
2024-01-16 03:25:40,61.4,97.1,1,0.969,15.2,supine
2024-01-16 03:25:42,61.4,97.9,1,1,14.4,supine
2024-01-16 03:25:44,62.8,97.8,1,1,14.6,supine
2024-01-16 03:25:46,63.7,97.5,0.98,1,14.4,supine
2024-01-16 03:25:48,60.6,97.5,0.991,1,14.6,supine
